ASO,Dose,treatment,Sample Name,Target Name,CT,Undetermined?
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.450,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.568,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.460,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.336,CT
478-494 + 524,120 nM (60pmol),120 nM (60 pmol) 478-494 + 524,exp19-26,rpl32,20.532,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.914,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.781,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.711,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.617,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.720,CT
478-494 + 525,120 nM (60pmol),120 nM (60 pmol) 478-494 + 525,exp19-26,rpl32,20.781,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.421,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.447,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.272,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.221,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.814,CT
478-494 + 526,120 nM (60pmol),120 nM (60 pmol) 478-494 + 526,exp19-26,rpl32,20.927,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.439,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.455,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.848,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.839,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.966,CT
478-494 ,120 nM (60pmol),120 nM (60 pmol) 478-494 ,exp19-26,rpl32,20.616,CT
